"","subj_id","epoch_num","avg_epoch_accuracy","accuracy_sd","avg_rt","rt_sd","block_num","gameA_isSR","game_type","num_rest_in_chunk","rest_type","cue_transition_type","cue_type","epochs_on_this_task_continuously","avg_epoch_accuracy_centered","dataset"
"61",1517,1,0.5,0.52704627669473,3042.16999999881,445.408202414038,1,TRUE,"spatial_recall",8,"epoch_same_same","stay_within_block","stay",1,-0.242500000000003,1
"62",1518,1,0.8,0.421637021355784,3846.33749999944,206.696968927068,1,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",1,0.0574999999999968,1
"63",1519,1,1,0,2790.61999999881,207.619586952806,1,TRUE,"spatial_recall",6,"epoch_same_same","stay_within_block","stay",1,0.257499999999997,1
"64",1525,1,0.3,0.483045891539648,3338.2250000001,446.012769675394,1,TRUE,"spatial_recall",5,"epoch_same_same","stay_within_block","stay",1,-0.442500000000003,1
"65",1526,1,0.9,0.316227766016838,3350.88888888889,566.864279268954,1,FALSE,"digit_span",8,"epoch_same_same","stay_within_block","stay",1,0.157499999999997,1
"66",1528,1,0.4,0.516397779494322,3429.92857143283,313.620214667149,1,TRUE,"spatial_recall",9,"epoch_same_same","stay_within_block","stay",1,-0.342500000000003,1
"67",1529,1,0.8,0.421637021355784,2685.0100000143,451.466621000145,1,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",1,0.0574999999999968,1
"68",1532,1,0,0,4056.39999999851,38.3251875424179,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.742500000000003,1
"69",1534,1,0.4,0.516397779494322,3817.26666666567,280.832424525359,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.342500000000003,1
"70",1536,1,0.9,0.316227766016838,2588.81000000052,293.120659456548,1,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",1,0.157499999999997,1
"71",1538,1,0.8,0.421637021355784,2264.38888888889,972.65394469801,1,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",1,0.0574999999999968,1
"72",1540,1,0.6,0.516397779494322,3340.85000000149,538.440120159459,1,FALSE,"digit_span",19,"epoch_same_same","stay_within_block","stay",1,-0.142500000000003,1
"73",1543,1,1,0,2033.32000000477,267.612941061842,1,FALSE,"digit_span",18,"epoch_same_same","stay_within_block","stay",1,0.257499999999997,1
"74",1545,1,0.1,0.316227766016838,3343,452.015840419977,1,TRUE,"spatial_recall",5,"epoch_same_same","stay_within_block","stay",1,-0.642500000000003,1
"75",1550,1,0.6,0.516397779494322,3480.41666666604,374.967883513384,1,FALSE,"digit_span",17,"epoch_same_same","stay_within_block","stay",1,-0.142500000000003,1
"76",1552,1,1,0,2738.27000002861,340.801535751865,1,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",1,0.257499999999997,1
"77",1553,1,1,0,2540.3,441.765410345556,1,FALSE,"digit_span",3,"epoch_same_same","stay_within_block","stay",1,0.257499999999997,1
"78",1554,1,1,0,3030.57000002861,267.96698410149,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,0.257499999999997,1
"79",1556,1,0.9,0.316227766016838,2611.47000000002,220.723588076434,1,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",1,0.157499999999997,1
"80",1557,1,1,0,2390.6,323.414835088862,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,0.257499999999997,1
"81",1558,1,0.1,0.316227766016838,4089.30000019073,NA,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.642500000000003,1
"82",1559,1,0,0,NA,NA,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.742500000000003,1
"83",1560,1,0,0,NA,NA,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.742500000000003,1
"84",1561,1,1,0,2091.46000000052,298.77030270492,1,FALSE,"digit_span",7,"epoch_same_same","stay_within_block","stay",1,0.257499999999997,1
"85",1004,2,1,0,1943.88000006676,319.228256259085,1,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"86",1005,2,0.9,0.316227766016838,2567.9,391.571821142113,1,FALSE,"digit_span",3,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"87",1006,2,0.7,0.483045891539648,3434.37777777844,385.279096168881,1,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",2,-0.0425000000000033,1
"88",1008,2,0.9,0.316227766016838,2687.45555556152,343.380339825989,1,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"89",1010,2,0.8,0.421637021355784,3294.3125,269.915264145424,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"90",1012,2,0,0,NA,NA,1,TRUE,"spatial_recall",15,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"91",1014,2,0.8,0.421637021355784,2579.62222222239,167.357601992338,1,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"92",1017,2,0.1,0.316227766016838,4175.59999990463,NA,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.642500000000003,1
"93",1022,2,0.3,0.483045891539648,3600.20000000298,270.199814948415,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.442500000000003,1
"94",1024,2,1,0,3064.75,370.093106152753,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"95",1025,2,0.5,0.52704627669473,2361.97499999963,844.808799587341,1,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,-0.242500000000003,1
"96",1026,2,1,0,2905.9,247.474034552631,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"97",1027,2,0.8,0.421637021355784,2973.61000000238,217.152437241769,1,TRUE,"spatial_recall",6,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"98",1028,2,0.9,0.316227766016838,3080.80999999791,346.938334098537,1,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"99",1029,2,1,0,3211.5,240.106110801963,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"100",1030,2,0.7,0.483045891539648,2980.32222222226,438.002730521371,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.0425000000000033,1
"101",1031,2,0,0,NA,NA,1,FALSE,"digit_span",4,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"102",1032,2,0.5,0.52704627669473,2906.84000000004,409.143555898672,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.242500000000003,1
"103",1033,2,0.9,0.316227766016838,3181.29999992848,325.311201469181,1,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"104",1034,2,0.9,0.316227766016838,3180.15999999791,409.293720123143,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"105",1036,2,1,0,2633.64999999925,289.537421300664,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"106",1038,2,0.3,0.483045891539648,3798.85714286566,107.049596874044,1,TRUE,"spatial_recall",12,"epoch_same_same","stay_within_block","stay",2,-0.442500000000003,1
"107",1039,2,1,0,2825.5599999845,421.707692862564,1,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"108",1040,2,0.9,0.316227766016838,2821.22222222222,343.765827918431,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"109",1041,2,0.9,0.316227766016838,2489.92222222189,256.720328265934,1,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"110",1042,2,1,0,3433.8399999857,340.574394583701,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"111",1043,2,1,0,1972.33999999911,300.134222566982,1,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"112",1044,2,0.9,0.316227766016838,2619.92,401.497659602969,1,FALSE,"digit_span",6,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"113",1045,2,1,0,2493.98999999836,190.712147547924,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"114",1049,2,0.8,0.421637021355784,3583.53999999762,285.174411332242,1,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"115",1050,2,0.5,0.52704627669473,3207.22222222222,232.194303212728,1,TRUE,"spatial_recall",10,"epoch_same_same","stay_within_block","stay",2,-0.242500000000003,1
"116",1051,2,0.9,0.316227766016838,3448.39999999934,298.625065928846,1,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"117",1052,2,0.9,0.316227766016838,1911.25999999791,217.756756240065,1,TRUE,"spatial_recall",5,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"118",1054,2,1,0,2507.5,251.426273708902,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"119",1055,2,0.5,0.52704627669473,2858.54285711902,252.976460420851,1,TRUE,"spatial_recall",17,"epoch_same_same","stay_within_block","stay",2,-0.242500000000003,1
"120",1057,2,0,0,NA,NA,1,TRUE,"spatial_recall",8,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"121",1060,2,0,0,NA,NA,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"122",1061,2,0.5,0.52704627669473,2394.82000000253,526.968636635828,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,-0.242500000000003,1
"123",1062,2,0.9,0.316227766016838,3420.50999999344,329.486436921972,1,FALSE,"digit_span",7,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"124",1063,2,0.9,0.316227766016838,3060.25000000298,270.186043928081,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"125",1065,2,0.9,0.316227766016838,2503.8099999994,272.212782165943,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"126",1066,2,0.8,0.421637021355784,3654.83333333333,359.137261363727,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"127",1067,2,0.6,0.516397779494322,2693.25555555481,452.757035040361,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.142500000000003,1
"128",1068,2,0.3,0.483045891539648,3268.12222221163,414.814879724557,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.442500000000003,1
"129",1069,2,1,0,3289,336.786615595219,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"130",1070,2,1,0,2964.5,422.189070335923,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"131",1071,2,1,0,1922.56000000089,604.920024465089,1,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"132",1072,2,0,0,NA,NA,1,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"133",1501,2,0.9,0.316227766016838,2255.61111111111,141.775901024835,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"134",1502,2,1,0,2572.36999999955,356.795553192663,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"135",1503,2,0.8,0.421637021355784,3796.10000002384,224.083358158496,1,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"136",1505,2,0.9,0.316227766016838,3017.16666666832,292.295967301566,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"137",1508,2,1,0,2517.54000000358,329.677347992048,1,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"138",1509,2,1,0,1885.30000000009,485.968314010575,1,FALSE,"digit_span",16,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"139",1510,2,0,0,NA,NA,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"140",1511,2,0.9,0.316227766016838,2986.58999996185,250.496211803372,1,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"141",1513,2,0,0,NA,NA,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"142",1514,2,1,0,2967.37000000477,461.203589764332,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"143",1515,2,0.9,0.316227766016838,2077.11111111111,241.202427664215,1,FALSE,"digit_span",15,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"144",1516,2,1,0,3208.99999999926,380.01385939705,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"145",1517,2,0.7,0.483045891539648,2995.77777777778,209.44050334949,1,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,-0.0425000000000033,1
"146",1518,2,0.8,0.421637021355784,3548.54444444511,182.396032790296,1,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"147",1519,2,0.9,0.316227766016838,2959.67777778043,528.469759751322,1,TRUE,"spatial_recall",8,"epoch_same_same","stay_within_block","stay",2,0.157499999999997,1
"148",1525,2,0.8,0.421637021355784,2780.18888888881,357.799596296802,1,TRUE,"spatial_recall",5,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"149",1526,2,1,0,3335.5,547.240806227021,1,FALSE,"digit_span",10,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"150",1528,2,1,0,3097.2099999994,165.091593775755,1,TRUE,"spatial_recall",14,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"151",1529,2,0.8,0.421637021355784,2588.86999999881,336.097915805683,1,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"152",1532,2,0.2,0.421637021355784,3961.06666666269,250.874357659903,1,TRUE,"spatial_recall",9,"epoch_same_same","stay_within_block","stay",2,-0.542500000000003,1
"153",1534,2,0.6,0.516397779494322,3640.24444444312,424.225247101525,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.142500000000003,1
"154",1536,2,1,0,2443.82000000105,178.644213763889,1,TRUE,"spatial_recall",5,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"155",1538,2,0.7,0.483045891539648,2167.77000000179,511.101794710342,1,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,-0.0425000000000033,1
"156",1540,2,0.6,0.516397779494322,3120.91428571301,541.508305349483,1,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",2,-0.142500000000003,1
"157",1543,2,1,0,2053.83000000715,345.024743212807,1,FALSE,"digit_span",14,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"158",1545,2,0.3,0.483045891539648,3286.12857140813,173.018416349434,1,TRUE,"spatial_recall",6,"epoch_same_same","stay_within_block","stay",2,-0.442500000000003,1
"159",1550,2,0.4,0.516397779494322,3550.528571429,423.515177666827,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.342500000000003,1
"160",1552,2,1,0,2721.95000003576,531.279098544847,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"161",1553,2,1,0,2277.6,508.84863499211,1,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"162",1554,2,1,0,2937.82999997139,396.476458726971,1,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"163",1556,2,0.8,0.421637021355784,2619.49999999998,120.370695953995,1,TRUE,"spatial_recall",8,"epoch_same_same","stay_within_block","stay",2,0.0574999999999968,1
"164",1557,2,1,0,2603.5,703.790570174584,1,FALSE,"digit_span",10,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"165",1558,2,0,0,NA,NA,1,TRUE,"spatial_recall",10,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"166",1559,2,0,0,NA,NA,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"167",1560,2,0,0,NA,NA,1,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.742500000000003,1
"168",1561,2,1,0,2292.13999999985,282.022750066774,1,FALSE,"digit_span",13,"epoch_same_same","stay_within_block","stay",2,0.257499999999997,1
"169",1004,3,1,0,2182.98000001907,389.16332136494,1,FALSE,"digit_span",4,"block_A_B","switch_between_block","switch",3,0.257499999999997,1
"170",1005,3,0.9,0.316227766016838,2214.18999999762,420.831413724646,1,FALSE,"digit_span",1,"block_A_B","switch_between_block","switch",3,0.157499999999997,1
"171",1006,3,0.8,0.421637021355784,3307.78999999762,347.316008688682,1,TRUE,"spatial_recall",3,"block_A_B","switch_between_block","switch",3,0.0574999999999968,1
"172",1008,3,1,0,2995.26000000834,359.869199079834,1,TRUE,"spatial_recall",2,"block_A_B","switch_between_block","switch",3,0.257499999999997,1
"173",1010,3,0.8,0.421637021355784,3489.51249999925,251.277435958912,1,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,0.0574999999999968,1
"174",1012,3,0,0,NA,NA,1,TRUE,"spatial_recall",10,"block_A_B","switch_between_block","switch",3,-0.742500000000003,1
"175",1014,3,0.9,0.316227766016838,2533.25999999978,227.33857374245,1,TRUE,"spatial_recall",11,"block_A_B","switch_between_block","switch",3,0.157499999999997,1
"176",1017,3,0,0,NA,NA,1,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,-0.742500000000003,1
"177",1022,3,0,0,NA,NA,1,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,-0.742500000000003,1
