"","subj_id","epoch_num","avg_epoch_accuracy","accuracy_sd","avg_rt","rt_sd","block_num","gameA_isSR","game_type","num_rest_in_chunk","rest_type","cue_transition_type","cue_type","epochs_on_this_task_continuously","avg_epoch_accuracy_centered"
"651",62,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"652",66,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"653",68,7,0.8,0.421637021355784,2622.78000000119,224.953332450931,3,TRUE,"spatial_recall",10,"epoch_same_same","stay_within_block","stay",1,0.273430420711972
"654",69,7,1,0,3575.04000000004,273.016898947812,3,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"655",72,7,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"656",73,7,1,0,3129.4,242.600815240913,3,FALSE,"digit_span",8,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"657",74,7,0.8,0.421637021355784,3031.54999999996,329.23806410736,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,0.273430420711972
"658",75,7,0.8,0.421637021355784,2580.24999999814,384.278403542281,3,TRUE,"spatial_recall",16,"epoch_same_same","stay_within_block","stay",1,0.273430420711972
"659",77,7,0.7,0.483045891539648,2814.78000001907,629.59651945209,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",1,0.173430420711972
"660",78,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"661",79,7,0.9,0.316227766016838,2445.25555555026,492.34439957716,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"662",81,7,0.9,0.316227766016838,2604.11111111111,633.833070382976,3,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"663",82,7,0.7,0.483045891539648,3686.85714285714,239.590921204894,3,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",1,0.173430420711972
"664",83,7,0.9,0.316227766016838,2452.5,370.624473018175,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"665",85,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"666",86,7,0.1,0.316227766016838,4003,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.426569579288028
"667",87,7,0.2,0.421637021355784,4047.40000000038,116.248354826015,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.326569579288028
"668",88,7,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"669",90,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"670",93,7,0.5,0.52704627669473,3647.21111111095,360.699800543346,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.0265695792880277
"671",94,7,0.3,0.483045891539648,3709,177.951304200522,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.226569579288028
"672",95,7,0.8,0.421637021355784,3315.8,414.041007094171,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,0.273430420711972
"673",96,7,0.5,0.52704627669473,2749.33333333344,587.252818213795,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.0265695792880277
"674",97,7,0.7,0.483045891539648,3397.8599999994,256.094341123087,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",1,0.173430420711972
"675",99,7,0.2,0.421637021355784,4041.09999996424,164.775503825176,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",1,-0.326569579288028
"676",101,7,1,0,2519.1,267.55661913779,3,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"677",102,7,0.9,0.316227766016838,2996.87000000477,244.571153261039,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"678",103,7,1,0,2913.4,449.738738973344,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"679",104,7,0.5,0.52704627669473,2785.22222222222,678.400283346377,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",1,-0.0265695792880277
"680",106,7,1,0,2284.17999999989,377.786158796125,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"681",108,7,0.9,0.316227766016838,3354,315.189625463783,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"682",109,7,0.7,0.483045891539648,2769.5,282.965419391537,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,0.173430420711972
"683",110,7,0.6,0.516397779494322,3259,290.314771699042,3,FALSE,"digit_span",4,"epoch_same_same","stay_within_block","stay",1,0.0734304207119723
"684",111,7,0.6,0.516397779494322,3735,353.466830126958,3,FALSE,"digit_span",3,"epoch_same_same","stay_within_block","stay",1,0.0734304207119723
"685",112,7,0.5,0.52704627669473,2767.50000001324,363.877846940702,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",1,-0.0265695792880277
"686",113,7,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"687",114,7,0.2,0.421637021355784,2414.26999999285,554.512099948771,3,TRUE,"spatial_recall",3,"epoch_same_same","stay_within_block","stay",1,-0.326569579288028
"688",116,7,1,0,2858.75999999046,378.249083734353,3,TRUE,"spatial_recall",8,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"689",119,7,0.6,0.516397779494322,3633.07500000019,309.603819420511,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,0.0734304207119723
"690",120,7,1,0,3026.2,404.298789400996,3,TRUE,"spatial_recall",5,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"691",122,7,0.3,0.483045891539648,2265.93000000417,554.123534263533,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",1,-0.226569579288028
"692",125,7,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"693",126,7,0.8,0.421637021355784,2460.8,592.941038852612,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,0.273430420711972
"694",128,7,0,0,NA,NA,3,FALSE,"digit_span",10,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"695",129,7,0.1,0.316227766016838,3144.92222219043,286.970729145772,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",1,-0.426569579288028
"696",132,7,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"697",134,7,1,0,2665.4,293.764909787099,3,TRUE,"spatial_recall",12,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"698",135,7,1,0,2852,323.283157618828,3,FALSE,"digit_span",3,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"699",136,7,0.9,0.316227766016838,2864.97999997139,234.472418664482,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"700",137,7,1,0,2136.5,456.791771184883,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"701",138,7,0.9,0.316227766016838,2812.07000000105,496.228688432013,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"702",139,7,0.8,0.421637021355784,2265.10000000298,258.099390840028,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,0.273430420711972
"703",140,7,0,0,NA,NA,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"704",141,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"705",143,7,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"706",145,7,0.9,0.316227766016838,3396.66666666667,415.55926171847,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"707",147,7,0.1,0.316227766016838,4125,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.426569579288028
"708",148,7,1,0,3278.9,255.546234129517,3,FALSE,"digit_span",10,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"709",150,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"710",151,7,0.9,0.316227766016838,3567.11111111111,211.007964567954,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",1,0.373430420711972
"711",152,7,0.7,0.483045891539648,3676.40000000265,253.890094341903,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",1,0.173430420711972
"712",153,7,1,0,2767.41999998093,524.613453031604,3,TRUE,"spatial_recall",9,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"713",154,7,1,0,1920.29999999925,195.244985709775,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"714",155,7,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"715",156,7,0,0,NA,NA,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"716",157,7,0.8,0.421637021355784,3216.22222222222,337.274657281635,3,FALSE,"digit_span",10,"epoch_same_same","stay_within_block","stay",1,0.273430420711972
"717",159,7,1,0,1916.49999999981,595.081872985171,3,TRUE,"spatial_recall",6,"epoch_same_same","stay_within_block","stay",1,0.473430420711972
"718",160,7,0,0,NA,NA,3,TRUE,"spatial_recall",12,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"719",162,7,0,0,3783.08333333396,345.175013098489,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"720",163,7,0.6,0.516397779494322,3338.07499998808,224.830397984856,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",1,0.0734304207119723
"721",164,7,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",1,-0.526569579288028
"722",11,8,1,0,2444.1,650.236785930924,3,FALSE,"digit_span",7,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"723",14,8,0.7,0.483045891539648,2164.29999998808,665.174329703597,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"724",15,8,1,0,1875.19999999963,178.40789095606,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"725",16,8,1,0,2865.6,426.428892079324,3,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"726",17,8,1,0,2954.2,380.066017657167,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"727",18,8,0.9,0.316227766016838,2342.86666674084,189.416261123186,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"728",19,8,1,0,2866.5,267.889799067535,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"729",20,8,1,0,3485.4299999997,230.395428437124,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"730",21,8,1,0,2014.7,249.829742024444,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"731",22,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"732",24,8,0.1,0.316227766016838,3482.29000000954,352.596386989682,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.426569579288028
"733",28,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"734",30,8,0.9,0.316227766016838,2220.33333333168,836.671033025609,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"735",31,8,0.3,0.483045891539648,2965.17777777629,631.648471813398,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.226569579288028
"736",32,8,1,0,2925.9,346.691489495905,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"737",33,8,0.8,0.421637021355784,2426.77777777778,277.776788887129,3,FALSE,"digit_span",3,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"738",34,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"739",35,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"740",36,8,0,0,NA,NA,3,TRUE,"spatial_recall",11,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"741",38,8,0.7,0.483045891539648,3460.4,372.334139062094,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"742",42,8,0.9,0.316227766016838,2977.4,521.822915897295,3,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"743",43,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"744",44,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"745",46,8,0,0,NA,NA,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"746",47,8,0.7,0.483045891539648,3341.57500001788,261.828666718421,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"747",48,8,0.6,0.516397779494322,3311.71111104224,427.037590434229,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.0734304207119723
"748",50,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"749",54,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"750",55,8,0.1,0.316227766016838,3584.4142857162,315.024895461647,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,-0.426569579288028
"751",57,8,0.9,0.316227766016838,3136.55555555556,382.292790643216,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"752",58,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"753",59,8,0.6,0.516397779494322,3591.83333333333,404.812755069139,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.0734304207119723
"754",62,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"755",66,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"756",68,8,0.6,0.516397779494322,2857.933333334,359.803349068921,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.0734304207119723
"757",69,8,0.7,0.483045891539648,3554.22999999998,304.65450395133,3,TRUE,"spatial_recall",5,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"758",72,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"759",73,8,0.9,0.316227766016838,2766,414.142487557121,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"760",74,8,1,0,3214.26000000006,250.842182346706,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"761",75,8,1,0,2595.88999999911,237.681661285263,3,TRUE,"spatial_recall",7,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"762",77,8,0.7,0.483045891539648,2879.1888888677,460.486290382306,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"763",78,8,0.3,0.483045891539648,2830,375.133309638054,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.226569579288028
"764",79,8,1,0,2405.55999996662,188.51775746986,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"765",81,8,0.9,0.316227766016838,2344.88888888889,359.067000866288,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"766",82,8,0.7,0.483045891539648,3513.85714285714,352.933623868771,3,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"767",83,8,1,0,2335.6,255.70868841972,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"768",85,8,0,0,NA,NA,3,FALSE,"digit_span",19,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"769",86,8,0.3,0.483045891539648,3744,205.107288997734,3,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",2,-0.226569579288028
"770",87,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"771",88,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"772",90,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"773",93,8,0.6,0.516397779494322,3268.03749999963,315.222601335627,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.0734304207119723
"774",94,8,0.9,0.316227766016838,3559.66666666667,214.332102121917,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"775",95,8,0.5,0.52704627669473,3369.75,386.712425453333,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.0265695792880277
"776",96,8,0.4,0.516397779494322,2888.83999999995,644.919840324492,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.126569579288028
"777",97,8,0.2,0.421637021355784,3135.88888888889,314.373998783405,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,-0.326569579288028
"778",99,8,0,0,NA,NA,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"779",101,8,0.9,0.316227766016838,2463.7,140.242686479941,3,FALSE,"digit_span",11,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"780",102,8,0.9,0.316227766016838,2768.98999999762,165.560894799853,3,TRUE,"spatial_recall",6,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"781",103,8,0.9,0.316227766016838,2878.7,403.70727844153,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"782",104,8,0.8,0.421637021355784,2820.5,490.903532048587,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"783",106,8,1,0,2309.55999999959,361.533459954473,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"784",108,8,0.8,0.421637021355784,3485.75,239.57984055425,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"785",109,8,0.7,0.483045891539648,2690.375,388.689349885337,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"786",110,8,1,0,3400.4,242.305683888027,3,FALSE,"digit_span",9,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"787",111,8,0.5,0.52704627669473,3637.16666666667,97.9048858161158,3,FALSE,"digit_span",3,"epoch_same_same","stay_within_block","stay",2,-0.0265695792880277
"788",112,8,0.7,0.483045891539648,3040.45555553171,507.457126586586,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"789",113,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"790",114,8,0.6,0.516397779494322,1793.67999998331,339.211948825506,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.0734304207119723
"791",116,8,0.8,0.421637021355784,2948.18888888094,281.040297156637,3,TRUE,"spatial_recall",7,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"792",119,8,0.7,0.483045891539648,3620.08888888856,344.355021904767,3,TRUE,"spatial_recall",4,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"793",120,8,0.9,0.316227766016838,2655.3,196.175686566914,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"794",122,8,0.6,0.516397779494322,2279.19999999553,556.54655590563,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,0.0734304207119723
"795",125,8,0,0,NA,NA,3,TRUE,"spatial_recall",13,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"796",126,8,1,0,2300.05,147.556348935666,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"797",128,8,0,0,NA,NA,3,FALSE,"digit_span",5,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"798",129,8,0.1,0.316227766016838,3079.82999992371,253.678685870764,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.426569579288028
"799",132,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"800",134,8,0.7,0.483045891539648,2572.25,463.707959203388,3,TRUE,"spatial_recall",8,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"801",135,8,1,0,2874.3,498.51157347537,3,FALSE,"digit_span",3,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"802",136,8,0.7,0.483045891539648,2790.45000001192,170.081028082981,3,TRUE,"spatial_recall",2,"epoch_same_same","stay_within_block","stay",2,0.173430420711972
"803",137,8,0.9,0.316227766016838,2177.77777777778,811.826763813835,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"804",138,8,0.8,0.421637021355784,2548.6799999997,422.61708121366,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"805",139,8,1,0,2270.29999999702,143.981318225806,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"806",140,8,0,0,NA,NA,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"807",141,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"808",143,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"809",145,8,1,0,3597.7,295.078162903022,3,FALSE,"digit_span",2,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"810",147,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"811",148,8,0.8,0.421637021355784,3175.22222222222,236.291016427719,3,FALSE,"digit_span",9,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"812",150,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"813",151,8,0.9,0.316227766016838,3523.33333333333,169.405578420547,3,FALSE,"digit_span",1,"epoch_same_same","stay_within_block","stay",2,0.373430420711972
"814",152,8,0.8,0.421637021355784,3761.94999998808,248.154531832611,3,TRUE,"spatial_recall",8,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"815",153,8,1,0,2815.16000003814,375.231304144253,3,TRUE,"spatial_recall",13,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"816",154,8,1,0,1884.30999999866,153.911702321045,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"817",155,8,0,0,NA,NA,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"818",156,8,0,0,NA,NA,3,TRUE,"spatial_recall",1,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"819",157,8,0.8,0.421637021355784,3284.33333333333,619.316558796873,3,FALSE,"digit_span",20,"epoch_same_same","stay_within_block","stay",2,0.273430420711972
"820",159,8,1,0,1835.04999999963,268.841685135959,3,TRUE,"spatial_recall",7,"epoch_same_same","stay_within_block","stay",2,0.473430420711972
"821",160,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"822",162,8,0.6,0.516397779494322,3338.7,326.681302393398,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,0.0734304207119723
"823",163,8,0.4,0.516397779494322,3599.06000000238,418.657578457713,3,TRUE,"spatial_recall",12,"epoch_same_same","stay_within_block","stay",2,-0.126569579288028
"824",164,8,0,0,NA,NA,3,TRUE,"spatial_recall",20,"epoch_same_same","stay_within_block","stay",2,-0.526569579288028
"825",11,9,1,0,2196.6,255.893727941894,3,FALSE,"digit_span",5,"block_A_B","switch_between_block","switch",3,0.473430420711972
"826",14,9,1,0,2041.3899999857,303.847002615267,3,TRUE,"spatial_recall",1,"block_A_B","switch_between_block","switch",3,0.473430420711972
"827",15,9,0.9,0.316227766016838,2152.69999999926,625.974296596596,3,TRUE,"spatial_recall",4,"block_A_B","switch_between_block","switch",3,0.373430420711972
"828",16,9,0.9,0.316227766016838,3031.7,506.986532803826,3,FALSE,"digit_span",6,"block_A_B","switch_between_block","switch",3,0.373430420711972
"829",17,9,0.8,0.421637021355784,3172.875,306.001137953066,3,FALSE,"digit_span",8,"block_A_B","switch_between_block","switch",3,0.273430420711972
"830",18,9,0.9,0.316227766016838,2347.3999999894,324.833680564149,3,TRUE,"spatial_recall",5,"block_A_B","switch_between_block","switch",3,0.373430420711972
"831",19,9,0.9,0.316227766016838,2747.6,508.020821970473,3,FALSE,"digit_span",20,"block_A_B","switch_between_block","switch",3,0.373430420711972
"832",20,9,1,0,3377.88999999985,262.618233479335,3,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,0.473430420711972
"833",21,9,1,0,2182,418.23225870588,3,FALSE,"digit_span",20,"block_A_B","switch_between_block","switch",3,0.473430420711972
"834",22,9,0,0,NA,NA,3,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,-0.526569579288028
"835",24,9,0.4,0.516397779494322,3541.29999997881,491.27601209577,3,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,-0.126569579288028
"836",28,9,0,0,NA,NA,3,FALSE,"digit_span",20,"block_A_B","switch_between_block","switch",3,-0.526569579288028
"837",30,9,0.9,0.316227766016838,1756.4900000006,457.582901900431,3,TRUE,"spatial_recall",2,"block_A_B","switch_between_block","switch",3,0.373430420711972
"838",31,9,0.9,0.316227766016838,2862.84999999926,415.201258428903,3,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,0.373430420711972
"839",32,9,1,0,2994.9,400.079006086437,3,FALSE,"digit_span",17,"block_A_B","switch_between_block","switch",3,0.473430420711972
"840",33,9,0.9,0.316227766016838,2467.77777777778,264.964515443945,3,FALSE,"digit_span",1,"block_A_B","switch_between_block","switch",3,0.373430420711972
"841",34,9,0,0,NA,NA,3,FALSE,"digit_span",20,"block_A_B","switch_between_block","switch",3,-0.526569579288028
"842",35,9,0,0,NA,NA,3,TRUE,"spatial_recall",20,"block_A_B","switch_between_block","switch",3,-0.526569579288028
"843",36,9,0,0,NA,NA,3,TRUE,"spatial_recall",11,"block_A_B","switch_between_block","switch",3,-0.526569579288028
